latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
42.3517,-120.27604,311.15,1.1,1.04,2023-12-06,2140,A,35,6.1NRT,268.05,18.02,D
36.35708,-76.805,300.14,1,1,2023-12-07,0238,T,19,6.1NRT,276.45,8.88,N
19.3931,-92.04918,307.31,1.6,1.25,2023-12-07,0414,T,53,6.1NRT,292.93,10.8,N
27.45128,-97.56937,302.22,1.03,1.01,2023-12-07,0414,T,48,6.1NRT,281.39,7.71,N
42.98012,-123.05367,303.91,1.35,1.15,2023-12-07,0559,T,58,6.1NRT,274.68,16.68,N
28.57541,-87.9295,320.64,1.06,1.03,2023-12-07,0802,A,100,6.1NRT,291.61,19.7,N
44.92913,-97.34583,306.93,2.83,1.61,2023-12-07,1617,T,0,6.1NRT,279.79,48.92,D
30.91398,-86.91099,307.1,1.32,1.14,2023-12-07,1620,T,49,6.1NRT,282.61,14.82,D
30.91168,-86.89764,309.72,1.32,1.14,2023-12-07,1620,T,52,6.1NRT,283.43,17.42,D
43.50419,-87.91051,306.43,1.01,1.01,2023-12-07,1617,T,63,6.1NRT,279.44,10.61,D
30.38789,-84.36132,315.39,1.95,1.36,2023-12-07,1620,T,68,6.1NRT,289.12,35.93,D
41.56839,-84.04929,313.7,1.21,1.09,2023-12-07,1617,T,74,6.1NRT,278.79,20.89,D
30.09171,-83.28395,301.37,2.34,1.48,2023-12-07,1620,T,46,6.1NRT,287.56,17.32,D
31.70077,-93.18665,328.1,1.14,1.07,2023-12-07,1620,T,85,6.1NRT,282.54,34.91,D
41.56591,-84.03525,306.94,1.21,1.09,2023-12-07,1617,T,64,6.1NRT,278.29,14.49,D
31.69931,-93.17484,312.59,1.14,1.06,2023-12-07,1620,T,73,6.1NRT,282.01,16.45,D
41.63568,-87.14049,310.83,1,1,2023-12-07,1617,T,61,6.1NRT,280.67,12.88,D
31.61917,-92.61337,319.99,1.09,1.04,2023-12-07,1620,T,80,6.1NRT,280.07,22.62,D
40.01946,-87.00604,317.58,1.02,1.01,2023-12-07,1617,T,78,6.1NRT,277.85,20,D
30.70032,-86.69951,303.71,1.36,1.16,2023-12-07,1620,T,57,6.1NRT,285.12,11.8,D
37.82792,-92.73321,312.86,1.27,1.12,2023-12-07,1620,T,73,6.1NRT,288.02,17.69,D
30.69782,-86.68562,305.07,1.37,1.16,2023-12-07,1620,T,61,6.1NRT,284.28,13.2,D
35.10537,-79.15888,317.96,3.28,1.71,2023-12-07,1620,T,78,6.1NRT,283.11,100.33,D
30.88868,-87.86023,303.91,1.18,1.08,2023-12-07,1620,T,57,6.1NRT,279.18,10.54,D
31.45092,-92.73505,301.88,1.09,1.04,2023-12-07,1620,T,50,6.1NRT,278.3,8.47,D
30.58133,-87.07628,306.99,1.31,1.13,2023-12-07,1620,T,65,6.1NRT,280.17,13.28,D
30.57899,-87.06302,300.91,1.31,1.13,2023-12-07,1620,T,39,6.1NRT,281.84,7.94,D
30.86698,-89.10788,305.12,1.06,1.03,2023-12-07,1620,T,61,6.1NRT,269.15,11.07,D
31.30129,-93.15784,300.64,1.13,1.06,2023-12-07,1620,T,20,6.1NRT,282.16,6,D
31.29985,-93.14621,322.78,1.13,1.06,2023-12-07,1620,T,82,6.1NRT,284.45,26.03,D
31.29486,-93.15318,314.22,1.13,1.06,2023-12-07,1620,T,74,6.1NRT,283.41,17.81,D
31.29338,-93.14157,300.11,1.13,1.06,2023-12-07,1620,T,28,6.1NRT,283.77,6.75,D
30.32761,-87.63742,301.54,1.23,1.1,2023-12-07,1620,T,48,6.1NRT,279.51,7.56,D
30.94218,-92.14967,301.97,1.04,1.02,2023-12-07,1620,T,50,6.1NRT,280.73,6.04,D
30.93319,-92.15126,304.87,1.04,1.02,2023-12-07,1620,T,60,6.1NRT,281.33,7.88,D
29.00366,-81.5297,306.2,3.28,1.71,2023-12-07,1620,T,63,6.1NRT,288.52,43.15,D
28.99647,-81.4976,306.05,3.3,1.72,2023-12-07,1620,T,63,6.1NRT,287.82,42.79,D
30.69436,-91.21976,300.86,1,1,2023-12-07,1620,T,42,6.1NRT,280.78,5.38,D
30.69291,-91.20953,300.57,1,1,2023-12-07,1620,T,39,6.1NRT,282.28,5.38,D
30.44154,-90.31644,300.35,1.01,1,2023-12-07,1620,T,35,6.1NRT,281.11,6.07,D
30.712,-93.20477,300.52,1.12,1.05,2023-12-07,1620,T,38,6.1NRT,273.64,8.11,D
30.82101,-94.9677,302.8,1.37,1.16,2023-12-07,1620,T,39,6.1NRT,281.32,9.53,D
35.1074,-79.1638,310.54,3.28,1.71,2023-12-07,1620,T,70,6.1NRT,283.09,70.64,D
36.23494,-94.82143,301.02,1.58,1.24,2023-12-07,1620,T,44,6.1NRT,282.25,11.91,D
30.81944,-94.95371,305.9,1.37,1.16,2023-12-07,1620,T,57,6.1NRT,281.51,12.46,D
30.81071,-94.96918,302.66,1.37,1.16,2023-12-07,1620,T,41,6.1NRT,281.73,9.53,D
33.92451,-82.89626,335.01,2.02,1.38,2023-12-07,1620,T,89,6.1NRT,283.87,107.22,D
30.80916,-94.95521,309.48,1.37,1.16,2023-12-07,1620,T,69,6.1NRT,282.07,16.4,D
34.42133,-85.7585,307.44,1.32,1.14,2023-12-07,1620,T,65,6.1NRT,282.13,15.57,D
30.24339,-91.29261,301.07,1,1,2023-12-07,1620,T,44,6.1NRT,285.71,5.1,D
30.29559,-92.13459,314.82,1.03,1.01,2023-12-07,1620,T,75,6.1NRT,286.23,15.02,D
34.6769,-87.31597,303.22,1.12,1.05,2023-12-07,1620,T,55,6.1NRT,285.45,7.36,D
30.29631,-95.1825,306.23,1.39,1.17,2023-12-07,1620,T,63,6.1NRT,284.29,13.59,D
34.5123,-87.28817,306.71,1.12,1.06,2023-12-07,1620,T,64,6.1NRT,285.05,10.58,D
33.5373,-82.83321,320.74,2.08,1.4,2023-12-07,1620,T,80,6.1NRT,282.78,58.82,D
29.87595,-97.27553,303.45,1.88,1.34,2023-12-07,1620,T,40,6.1NRT,283.83,13.42,D
33.53291,-82.81182,347.44,2.09,1.41,2023-12-07,1620,T,95,6.1NRT,284.42,174.98,D
27.06594,-81.26357,320.36,3.82,1.83,2023-12-07,1620,T,68,6.1NRT,285.46,135.07,D
33.52846,-82.79019,319.32,2.09,1.41,2023-12-07,1620,T,79,6.1NRT,282.52,55.24,D
33.30067,-82.33919,304.29,2.27,1.46,2023-12-07,1620,T,58,6.1NRT,283.37,26.57,D
29.59647,-97.32959,301.67,1.88,1.34,2023-12-07,1620,T,36,6.1NRT,287.17,9.19,D
33.30244,-82.34554,305.78,2.27,1.46,2023-12-07,1620,T,62,6.1NRT,283.61,29.76,D
29.1879,-95.45966,303.5,1.4,1.17,2023-12-07,1620,T,56,6.1NRT,291.91,7.11,D
33.4301,-83.10014,302.39,2.01,1.38,2023-12-07,1620,T,52,6.1NRT,283.48,20.76,D
28.82714,-96.8026,312.89,1.69,1.28,2023-12-07,1620,T,73,6.1NRT,285.17,23.43,D
33.42281,-83.46995,320.03,1.9,1.35,2023-12-07,1620,T,80,6.1NRT,284.28,50.37,D
28.82539,-96.7856,306.41,1.68,1.28,2023-12-07,1620,T,63,6.1NRT,283.35,13.97,D
33.41111,-83.47328,314.12,1.9,1.35,2023-12-07,1620,T,74,6.1NRT,283.64,36.26,D
26.02876,-97.49779,311.13,1.73,1.29,2023-12-07,1622,T,46,6.1NRT,291.08,16.24,D
33.214,-82.49995,305.8,2.23,1.45,2023-12-07,1620,T,62,6.1NRT,284.9,28.85,D
25.87136,-97.42128,310.47,1.7,1.28,2023-12-07,1622,T,39,6.1NRT,290.89,15.37,D
33.9563,-86.75468,321.82,1.2,1.09,2023-12-07,1620,T,81,6.1NRT,284.84,27.4,D
19.57125,-90.01176,311.47,1.32,1.14,2023-12-07,1622,T,70,6.1NRT,294.17,10.88,D
33.95409,-86.74202,308.24,1.2,1.09,2023-12-07,1620,T,57,6.1NRT,284.08,12.49,D
33.95188,-86.74901,323.4,1.2,1.09,2023-12-07,1620,T,82,6.1NRT,284.67,29.1,D
19.57038,-90.0053,307.3,1.32,1.14,2023-12-07,1622,T,48,6.1NRT,293.98,6.61,D
34.18374,-89.61894,311.01,1,1,2023-12-07,1620,T,71,6.1NRT,282.16,12.69,D
19.60352,-92.28972,314.13,1.04,1.02,2023-12-07,1624,T,60,6.1NRT,293.97,10.61,D
33.18835,-84.1302,312.59,1.75,1.3,2023-12-07,1620,T,73,6.1NRT,284.43,30.21,D
19.30316,-92.19913,311.07,1.05,1.02,2023-12-07,1624,T,46,6.1NRT,294.47,7.92,D
33.18475,-84.11205,318.58,1.75,1.3,2023-12-07,1620,T,79,6.1NRT,284.85,41.92,D
18.86835,-92.62389,337.69,1.03,1.01,2023-12-07,1624,T,88,6.1NRT,290.7,39.25,D
33.18735,-84.11716,326.48,1.75,1.3,2023-12-07,1620,T,84,6.1NRT,284.87,60.8,D
33.24708,-85.40473,303.74,1.46,1.19,2023-12-07,1620,T,57,6.1NRT,283.38,12.89,D
17.91281,-93.5173,304.11,1,1,2023-12-07,1624,T,54,6.1NRT,285.95,4.56,D
32.70459,-83.39967,340.09,2,1.38,2023-12-07,1620,T,92,6.1NRT,285.2,126.58,D
33.53735,-89.19096,314.93,1.02,1.01,2023-12-07,1620,T,75,6.1NRT,282.88,15.68,D
32.39976,-82.88867,300.85,2.19,1.44,2023-12-07,1620,T,42,6.1NRT,285.39,18.64,D
32.85432,-85.24136,305.81,1.51,1.21,2023-12-07,1620,T,62,6.1NRT,283.45,16,D
32.85138,-85.22573,309.19,1.52,1.22,2023-12-07,1620,T,68,6.1NRT,283.88,20,D
32.2559,-82.33665,301.65,2.41,1.5,2023-12-07,1620,T,48,6.1NRT,285.59,19.89,D
33.29484,-88.00284,332,1.09,1.04,2023-12-07,1620,T,88,6.1NRT,284.56,38.45,D
33.293,-87.99143,313.22,1.09,1.04,2023-12-07,1620,T,73,6.1NRT,283.4,16.06,D
33.2857,-88.0049,300.69,1.09,1.04,2023-12-07,1620,T,38,6.1NRT,283.09,6.57,D
32.27766,-82.68848,323.18,2.28,1.46,2023-12-07,1620,T,82,6.1NRT,285.19,76.94,D
33.10049,-87.12662,304.21,1.19,1.08,2023-12-07,1620,T,58,6.1NRT,283.44,10.48,D
32.87789,-86.79916,306.56,1.24,1.11,2023-12-07,1620,T,64,6.1NRT,284.3,12.97,D
32.87564,-86.78625,314.55,1.24,1.11,2023-12-07,1620,T,75,6.1NRT,284.37,20.97,D
32.75984,-86.13099,315.58,1.35,1.15,2023-12-07,1620,T,76,6.1NRT,285.05,25.2,D
32.09644,-83.23112,310.1,2.12,1.41,2023-12-07,1620,T,70,6.1NRT,285.75,33.45,D
32.09202,-83.20966,304.84,2.12,1.42,2023-12-07,1620,T,60,6.1NRT,285.75,23.15,D
32.19757,-83.85118,300.39,1.91,1.35,2023-12-07,1620,T,36,6.1NRT,286.68,12.3,D
32.62419,-86.11834,314.32,1.36,1.16,2023-12-07,1620,T,75,6.1NRT,284.76,23.26,D
32.6217,-86.10423,327.14,1.36,1.16,2023-12-07,1620,T,85,6.1NRT,285.03,43.2,D
31.7507,-83.04475,305.62,2.22,1.44,2023-12-07,1620,T,62,6.1NRT,285.15,26.27,D
31.75139,-83.05132,303.34,2.22,1.44,2023-12-07,1620,T,56,6.1NRT,284.98,23.13,D
32.78942,-89.44855,306.97,1.01,1.01,2023-12-07,1620,T,51,6.1NRT,282.29,8.71,D
32.78056,-89.45039,323.17,1.01,1.01,2023-12-07,1620,T,82,6.1NRT,282.57,23.31,D
31.99851,-84.85329,325.07,1.67,1.27,2023-12-07,1620,T,83,6.1NRT,284.76,53.35,D
32.33984,-88.12685,308.66,1.1,1.05,2023-12-07,1620,T,67,6.1NRT,284.4,11.72,D
32.33063,-88.12887,306.76,1.1,1.05,2023-12-07,1620,T,64,6.1NRT,284.63,10.68,D
32.32876,-88.1175,306.1,1.11,1.05,2023-12-07,1620,T,63,6.1NRT,284.63,10.24,D
31.20901,-83.13853,309.53,2.25,1.45,2023-12-07,1620,T,44,6.1NRT,287.25,29.51,D
31.20426,-83.11587,308.56,2.26,1.46,2023-12-07,1620,T,40,6.1NRT,287.81,27.7,D
31.36689,-83.93133,301.08,1.98,1.37,2023-12-07,1620,T,44,6.1NRT,287.57,13.5,D
31.20553,-83.12222,315.34,2.26,1.46,2023-12-07,1620,T,76,6.1NRT,287.98,47.59,D
31.1929,-83.12571,306.34,2.26,1.46,2023-12-07,1620,T,56,6.1NRT,287.23,24.51,D
31.69567,-85.96986,323.23,1.44,1.19,2023-12-07,1620,T,72,6.1NRT,286.55,38.98,D
31.69298,-85.95517,310.17,1.45,1.19,2023-12-07,1620,T,61,6.1NRT,285.92,19.52,D
32.48764,-93.54338,311.99,1.21,1.09,2023-12-07,1620,T,72,6.1NRT,270.96,18.51,D
31.19093,-86.66638,310.89,1.34,1.15,2023-12-07,1620,T,71,6.1NRT,285.2,18.78,D
31.18852,-86.65277,307.5,1.35,1.15,2023-12-07,1620,T,65,6.1NRT,285.01,15.09,D
32.15624,-93.23849,302.87,1.16,1.07,2023-12-07,1620,T,54,6.1NRT,280.26,9.63,D
32.03074,-93.11922,329.05,1.14,1.07,2023-12-07,1620,T,86,6.1NRT,282.02,35.73,D
32.0263,-93.12592,304.77,1.14,1.07,2023-12-07,1620,T,60,6.1NRT,282.22,10.21,D
32.0248,-93.11405,303.61,1.14,1.07,2023-12-07,1620,T,57,6.1NRT,281.2,9.32,D
31.8433,-92.00406,302.66,1.04,1.02,2023-12-07,1620,T,53,6.1NRT,278.57,8.2,D
32.00059,-93.38792,308.83,1.17,1.08,2023-12-07,1620,T,68,6.1NRT,281.48,12.61,D
31.99911,-93.37574,330.6,1.17,1.08,2023-12-07,1620,T,87,6.1NRT,281.54,39.1,D
31.98957,-93.37729,302.15,1.17,1.08,2023-12-07,1620,T,43,6.1NRT,280.95,7.36,D
29.99809,-81.86285,301.77,2.94,1.63,2023-12-07,1620,T,49,6.1NRT,287.92,25.42,D
31.71543,-91.73763,300.15,1.03,1.01,2023-12-07,1620,T,29,6.1NRT,284.42,5.08,D
30.79487,-85.9559,305.54,1.5,1.21,2023-12-07,1620,T,62,6.1NRT,283.97,15.14,D
30.91269,-86.90553,317.4,1.32,1.14,2023-12-07,1620,T,59,6.1NRT,282.77,25.07,D
44.53384,-117.47739,348.96,1.55,1.23,2023-12-07,1756,T,90,6.1NRT,275.11,122.95,D
44.53218,-117.45862,324.61,1.55,1.23,2023-12-07,1756,T,78,6.1NRT,273.07,50.06,D
44.53207,-117.48452,321.64,1.55,1.23,2023-12-07,1756,T,81,6.1NRT,272.46,42.62,D
44.53031,-117.46563,332.52,1.55,1.23,2023-12-07,1756,T,88,6.1NRT,273.74,66.39,D
37.82917,-108.70956,304.39,1.42,1.18,2023-12-07,1758,T,59,6.1NRT,274.04,17.47,D
38.22129,-111.44794,302.02,1.07,1.03,2023-12-07,1758,T,50,6.1NRT,272.15,10.4,D
37.51162,-112.95991,308.97,1.01,1,2023-12-07,1758,T,68,6.1NRT,273.94,13.32,D
36.10226,-105.77017,305.6,2.34,1.48,2023-12-07,1758,T,62,6.1NRT,280.78,34.4,D
33.42385,-110.86816,312.24,1.31,1.13,2023-12-07,1758,T,72,6.1NRT,290.72,14.22,D
33.42138,-110.8543,328.29,1.31,1.14,2023-12-07,1758,T,86,6.1NRT,291.06,37.65,D
33.41145,-110.85665,310.08,1.31,1.14,2023-12-07,1758,T,61,6.1NRT,291.66,11.83,D
33.6284,-116.10088,317.56,1.04,1.02,2023-12-07,1800,T,76,6.1NRT,295.31,13.95,D
32.86908,-113.48235,316.78,1.04,1.02,2023-12-07,1800,T,71,6.1NRT,295.78,11.23,D
32.10371,-109.77375,314.45,1.6,1.25,2023-12-07,1800,T,72,6.1NRT,292.79,20.65,D
30.79152,-107.9355,310.17,2.27,1.46,2023-12-07,1800,T,63,6.1NRT,298.32,16.32,D
30.7925,-107.94074,311.2,2.27,1.46,2023-12-07,1800,T,65,6.1NRT,298.4,18.74,D
30.79786,-108.35651,309.1,2.12,1.42,2023-12-07,1800,T,60,6.1NRT,297.18,11.99,D
30.32828,-107.10934,311.96,2.65,1.56,2023-12-07,1800,T,67,6.1NRT,299.63,24.16,D
18.25071,-78.12373,330.85,1.02,1.01,2023-12-07,1857,A,86,6.1NRT,299.65,23.54,D
18.2493,-78.13317,333.7,1.02,1.01,2023-12-07,1857,A,88,6.1NRT,300.15,27.58,D
18.25963,-78.12522,315.47,1.02,1.01,2023-12-07,1857,A,59,6.1NRT,299.51,7.31,D
21.91309,-79.06995,301.52,1.02,1.01,2023-12-07,1857,A,42,6.1NRT,285.77,3.52,D
22.70532,-81.15408,311.5,1.2,1.09,2023-12-07,1857,A,67,6.1NRT,276.69,14.54,D
26.75854,-81.7823,312.34,1.14,1.06,2023-12-07,1900,A,72,6.1NRT,279.42,13.83,D
26.75672,-81.79346,319.71,1.14,1.06,2023-12-07,1900,A,80,6.1NRT,283.62,21.29,D
26.75921,-81.9571,365.92,1.16,1.07,2023-12-07,1900,A,100,6.1NRT,297.92,125.01,D
26.75736,-81.96847,357.92,1.16,1.07,2023-12-07,1900,A,99,6.1NRT,297.7,97.55,D
26.7668,-81.97044,309.49,1.16,1.07,2023-12-07,1900,A,69,6.1NRT,292.98,8.88,D
26.7953,-81.83121,306.5,1.14,1.06,2023-12-07,1900,A,48,6.1NRT,290.64,7.37,D
27.10658,-81.68354,308.24,1.12,1.05,2023-12-07,1900,A,65,6.1NRT,289.27,8.04,D
27.17018,-81.76508,324.2,1.12,1.06,2023-12-07,1900,A,82,6.1NRT,295.27,24.41,D
27.16841,-81.77616,312.14,1.12,1.06,2023-12-07,1900,A,71,6.1NRT,292.53,11.08,D
27.26736,-81.44247,313.97,1.09,1.04,2023-12-07,1900,A,57,6.1NRT,295.55,10.25,D
27.26564,-81.45323,329,1.09,1.04,2023-12-07,1900,A,85,6.1NRT,294.62,27.97,D
27.27482,-81.4551,331.1,1.09,1.04,2023-12-07,1900,A,87,6.1NRT,294.72,30.87,D
27.28571,-81.44621,315.07,1.09,1.04,2023-12-07,1900,A,65,6.1NRT,295.68,11.47,D
27.284,-81.45697,372.43,1.09,1.04,2023-12-07,1900,A,100,6.1NRT,297.6,138.3,D
27.50089,-80.47741,311.08,1.02,1.01,2023-12-07,1900,A,68,6.1NRT,295.56,7.89,D
27.417,-82.16697,310.26,1.16,1.07,2023-12-07,1900,A,66,6.1NRT,297.68,7.98,D
27.55474,-81.67577,309.58,1.1,1.05,2023-12-07,1900,A,65,6.1NRT,296.59,7.53,D
27.67865,-81.00562,334.62,1.05,1.02,2023-12-07,1900,A,89,6.1NRT,294.26,35.66,D
27.67702,-81.01599,335.29,1.05,1.02,2023-12-07,1900,A,84,6.1NRT,295.34,36.6,D
27.74345,-81.41475,316.56,1.08,1.04,2023-12-07,1900,A,76,6.1NRT,291.1,14.03,D
27.74175,-81.42542,322.73,1.08,1.04,2023-12-07,1900,A,82,6.1NRT,291.79,20.84,D
27.82633,-81.7562,305.66,1.1,1.05,2023-12-07,1900,A,46,6.1NRT,293.03,4.36,D
27.9157,-81.83826,305.88,1.11,1.05,2023-12-07,1900,A,59,6.1NRT,290.16,6.11,D
28.13136,-80.77007,311.97,1.03,1.01,2023-12-07,1900,A,68,6.1NRT,285.2,10.69,D
28.12979,-80.7803,304.31,1.03,1.01,2023-12-07,1900,A,58,6.1NRT,282.9,5.5,D
28.31707,-82.06156,366.07,1.12,1.06,2023-12-07,1900,A,100,6.1NRT,290.8,122.24,D
28.31527,-82.07274,324.1,1.12,1.06,2023-12-07,1900,A,83,6.1NRT,286.48,25.14,D
28.32636,-82.06353,327.93,1.12,1.06,2023-12-07,1900,A,85,6.1NRT,288.51,29.27,D
28.24986,-82.67171,302.85,1.2,1.09,2023-12-07,1900,A,37,6.1NRT,289.45,4.4,D
28.24785,-82.68361,304.84,1.2,1.09,2023-12-07,1900,A,52,6.1NRT,289.62,5.39,D
28.8947,-81.68802,300.36,1.07,1.03,2023-12-07,1900,A,35,6.1NRT,283.04,4.25,D
29.31134,-81.513,307.04,1.05,1.02,2023-12-07,1900,A,52,6.1NRT,290.34,7.07,D
29.30969,-81.52358,326.72,1.05,1.02,2023-12-07,1900,A,74,6.1NRT,289.9,25.83,D
29.31705,-81.53606,309.74,1.05,1.02,2023-12-07,1900,A,0,6.1NRT,289.4,8.75,D
29.19807,-82.985,308.63,1.2,1.09,2023-12-07,1900,A,59,6.1NRT,283.72,11.72,D
29.77765,-82.58456,300.34,1.13,1.06,2023-12-07,1900,A,35,6.1NRT,283.94,4.23,D
30.5924,-83.37899,304.95,1.2,1.09,2023-12-07,1900,A,60,6.1NRT,290.69,8.56,D
30.5907,-85.04608,303.49,1.48,1.2,2023-12-07,1900,A,56,6.1NRT,288.96,9.73,D
30.59414,-85.05231,301.74,1.48,1.2,2023-12-07,1900,A,49,6.1NRT,289.08,7.3,D
30.67451,-84.67654,303,1.4,1.17,2023-12-07,1900,A,54,6.1NRT,290.51,8.99,D
31.01749,-83.05515,304.27,1.14,1.07,2023-12-07,1900,A,58,6.1NRT,290.36,7.33,D
31.01214,-83.29361,303.19,1.17,1.08,2023-12-07,1900,A,55,6.1NRT,292.03,6.62,D
31.42982,-81.63003,301.47,1.02,1.01,2023-12-07,1900,A,47,6.1NRT,289.8,5.42,D
31.4282,-81.64057,307.76,1.03,1.01,2023-12-07,1900,A,66,6.1NRT,290.07,9.29,D
31.1923,-83.11933,324.31,1.15,1.07,2023-12-07,1900,A,83,6.1NRT,291.6,26.5,D
31.19035,-83.13107,321.21,1.15,1.07,2023-12-07,1900,A,81,6.1NRT,292.12,22.72,D
30.98359,-84.40274,303.84,1.33,1.14,2023-12-07,1900,A,57,6.1NRT,286.32,9.14,D
30.7941,-85.95788,303.07,1.67,1.27,2023-12-07,1900,A,55,6.1NRT,288.52,11.82,D
30.57042,-87.07704,301.32,2,1.38,2023-12-07,1900,A,46,6.1NRT,277.84,19.12,D
31.16636,-84.36066,304.8,1.32,1.14,2023-12-07,1900,A,60,6.1NRT,289.99,8.81,D
31.164,-84.37411,301.26,1.32,1.14,2023-12-07,1900,A,46,6.1NRT,290.15,5.71,D
31.30758,-83.65773,307.91,1.21,1.09,2023-12-07,1900,A,66,6.1NRT,291.04,10.23,D
31.31208,-83.65264,307.86,1.21,1.09,2023-12-07,1900,A,65,6.1NRT,290.95,9.96,D
31.28515,-84.03943,302.18,1.26,1.12,2023-12-07,1900,A,51,6.1NRT,289.1,7.14,D
31.35377,-83.93593,304.53,1.24,1.11,2023-12-07,1900,A,45,6.1NRT,291.26,7.35,D
31.35413,-83.94132,303.83,1.24,1.11,2023-12-07,1900,A,43,6.1NRT,291.35,7.17,D
31.72933,-81.72926,305.96,1.03,1.01,2023-12-07,1900,A,63,6.1NRT,290.66,7.28,D
30.90723,-86.51498,303.4,1.8,1.32,2023-12-07,1900,A,56,6.1NRT,274.53,19.44,D
30.90859,-86.63144,311.68,1.83,1.33,2023-12-07,1900,A,72,6.1NRT,275.84,32.64,D
31.75168,-83.04295,300.64,1.12,1.05,2023-12-07,1900,A,40,6.1NRT,287.7,5.44,D
31.74979,-83.05447,307.65,1.12,1.06,2023-12-07,1900,A,66,6.1NRT,288.47,10.37,D
32.05223,-81.43661,323.64,1.01,1.01,2023-12-07,1900,A,83,6.1NRT,289.13,22.94,D
32.05065,-81.44707,319.27,1.01,1.01,2023-12-07,1900,A,79,6.1NRT,289.7,18.48,D
31.84294,-82.82184,307.74,1.1,1.04,2023-12-07,1900,A,66,6.1NRT,290.15,10.22,D
31.98542,-81.99015,314.22,1.03,1.02,2023-12-07,1900,A,74,6.1NRT,291.15,13.35,D
31.98375,-82.00085,328.59,1.04,1.02,2023-12-07,1900,A,86,6.1NRT,292.07,28.84,D
31.78811,-83.38591,304.12,1.16,1.07,2023-12-07,1900,A,58,6.1NRT,288.33,7.03,D
31.79752,-83.38811,340.54,1.16,1.07,2023-12-07,1900,A,92,6.1NRT,291.1,55.3,D
31.79553,-83.40002,306.81,1.16,1.07,2023-12-07,1900,A,64,6.1NRT,289.55,9.1,D
31.88148,-82.93656,302.29,1.11,1.05,2023-12-07,1900,A,52,6.1NRT,291.05,5.58,D
31.87963,-82.94797,309.77,1.11,1.05,2023-12-07,1900,A,69,6.1NRT,290.89,11.05,D
31.43893,-85.49585,311.86,1.51,1.21,2023-12-07,1900,A,72,6.1NRT,284.27,22.62,D
31.86831,-83.07635,309.66,1.12,1.05,2023-12-07,1900,A,69,6.1NRT,291.29,11.54,D
31.44141,-85.50181,313.18,1.51,1.21,2023-12-07,1900,A,73,6.1NRT,285.41,23.17,D
31.8478,-83.40538,302.65,1.16,1.07,2023-12-07,1900,A,53,6.1NRT,290.88,6.24,D
31.84579,-83.41729,310.3,1.16,1.07,2023-12-07,1900,A,70,6.1NRT,291.11,11.97,D
31.96945,-82.72776,318.29,1.09,1.04,2023-12-07,1900,A,78,6.1NRT,289.9,18.71,D
31.96763,-82.73897,323.75,1.09,1.04,2023-12-07,1900,A,83,6.1NRT,291.36,24.95,D
31.16259,-87.16961,305.29,1.96,1.37,2023-12-07,1900,A,61,6.1NRT,274.4,25.73,D
31.66626,-84.74793,300.44,1.36,1.15,2023-12-07,1900,A,37,6.1NRT,289.27,6.56,D
31.69098,-84.66746,301.12,1.34,1.15,2023-12-07,1900,A,37,6.1NRT,288.62,6.19,D
31.68855,-84.68128,303.09,1.34,1.15,2023-12-07,1900,A,52,6.1NRT,288.52,7.96,D
